"host_id.x","host_id.y","numReviewers"
"H466987","H3180030",2
"H466987","H36482071",12
"H466987","H3672670",32
"H466987","H4240274",2
"H466987","H46326018",4
"H466987","H46800409",3
"H466987","H47591940",2
"H466987","H47593419",2
"H466987","H6353432",8
"H466987","H6897889",2
"H466987","H75679",2
"H466987","H86420370",3
"H466987","H9794313",4
"H4671797","H25962851",3
"H4671797","H7612267",3
"H46748782","H61362641",4
"H46800409","H12037959",5
"H46800409","H14275599",2
"H46800409","H18731823",2
"H46800409","H2252538",2
"H46800409","H31580361",2
"H46800409","H3502903",2
"H46800409","H46521595",2
"H46800409","H466987",3
"H46800409","H47591940",2
"H46800409","H5059",2
"H46800409","H6355960",2
"H46800409","H69033883",2
"H46800409","H7042945",2
"H46800409","H75208389",2
"H46800409","H7920042",2
"H4698675","H4384549",2
"H4698675","H4911953",2
"H4737755","H949856",2
"H4739721","H8503228",2
"H47426300","H10256614",7
"H47426300","H10292499",7
"H47426300","H10808381",7
"H47426300","H108566353",7
"H47426300","H15830506",7
"H47426300","H16442013",14
"H47426300","H26017860",14
"H47426300","H2944360",8
"H47426300","H3111772",7
"H47426300","H3300249",2
"H47426300","H3393172",2
"H47426300","H3440635",7
"H47426300","H3914691",14
"H47426300","H46020006",7
"H47426300","H46630199",7
"H47426300","H4913086",7
"H47426300","H4921735",7
"H47426300","H55825734",7
"H47426300","H68392253",8
"H47426300","H69845083",7
"H47426300","H7025353",8
"H47426300","H7762489",7
"H47571567","H11611752",2
"H47577868","H9419684",2
"H47591940","H466987",2
"H47591940","H46800409",2
"H47593419","H11559071",2
"H47593419","H1565502",12
"H47593419","H24421384",2
"H47593419","H28827689",5
"H47593419","H466987",2
"H476644","H33262773",11
"H476901","H7774762",2
"H47927374","H39081821",10
"H4798323","H32868580",2
"H47988973","H39930655",3
"H47988973","H87977393",2
"H4819031","H14275599",3
"H481929","H301975",4
"H481929","H32067",6
"H481929","H38641",3
"H48250297","H58166745",4
"H48259132","H13275854",4
"H48259132","H24491939",3
"H48259132","H73728252",3
"H4840511","H5783249",2
"H4840610","H103039597",2
"H4840610","H11403959",3
"H4840610","H24049370",2
"H4840610","H52985068",2
"H4840610","H57817556",5
"H4840610","H67823234",2
"H4840610","H90067070",2
"H48468538","H59402006",2
"H48606830","H25338537",2
"H486251","H11611752",2
"H4864162","H41725519",2
"H4864162","H4577780",2
"H4864162","H50948296",2
"H4872794","H21646585",2
"H4872794","H34193611",2
"H4872794","H39930655",2
"H4872794","H41287482",2
"H487806","H17633",2
"H487806","H24808618",2
"H487806","H44583929",2
"H487806","H5992301",4
"H49032271","H11102678",4
"H49032271","H11711391",2
"H49032271","H22239362",4
"H49032271","H2506509",2
"H49032271","H29435817",2
"H49032271","H36385637",2
"H49032271","H42534044",2
"H49032271","H5356790",2
"H49032271","H82184603",2
"H4904942","H2153896",2
"H4904942","H9746136",2
"H4908216","H11980555",2
"H4908216","H30664423",2
"H4911953","H4698675",2
"H4913086","H16442013",2
"H4913086","H26017860",2
"H4913086","H3914691",2
"H4913086","H47426300",7
"H4921735","H16442013",2
"H4921735","H26017860",2
"H4921735","H3914691",2
"H4921735","H47426300",7
"H4928718","H7671263",2
"H4928718","H8261484",2
"H49446157","H14139251",2
"H49446157","H14698422",2
"H49446157","H7025353",2
"H4948020","H14497401",9
"H4948020","H4627692",2
"H4948020","H71110500",9
"H49573814","H39930655",4
"H49583","H17633",2
"H49583","H301975",2
"H49583","H56646",2
"H49737749","H12710712",2
"H4977214","H1187360",3
"H4977214","H15808010",2
"H4977214","H22756175",2
"H4977214","H69033883",2
"H4990750","H19962086",2
"H4993788","H1864688",7
"H4993788","H28825130",2
"H4993788","H4341219",3
"H4993788","H583741",2
"H4993788","H8008783",7
"H4993788","H8160186",6
"H50003662","H13319995",2
"H50022632","H23805630",2
"H50022632","H26389480",2
"H50022632","H28967118",2
"H50022632","H75679",3
"H50022632","H8371072",2
"H50022632","H9794313",2
"H50148","H11980555",2
"H50148","H17633",2
"H50148","H1865736",2
"H50148","H29711",2
"H50159579","H18220671",2
"H50159579","H23630423",2
"H50159579","H4240274",2
"H50159579","H69033883",2
"H50391241","H28825130",2
"H5059","H1215860",2
"H5059","H1399272",3
"H5059","H2020995",5
"H5059","H2252538",4
"H5059","H248513",8
"H5059","H27696",2
"H5059","H301975",4
"H5059","H32067",7
"H5059","H343320",16
"H5059","H46800409",2
"H5059","H56646",2
"H5059","H616715",2
"H5059","H695008",5
"H5059","H9840445",2
"H5076655","H1187360",2
"H5076655","H15808010",2
"H5076655","H69033883",2
"H5090322","H21506582",9
"H5090322","H25197983",2
"H5090322","H7025353",4
"H5090322","H783034",2
"H5094757","H11611752",2
"H5094757","H39930655",2
"H5094757","H87977393",2
"H50948296","H4864162",2
"H509854","H1546598",2
"H509854","H21057985",2
"H51009383","H75679",2
"H51102173","H17381735",2
"H51102173","H56620292",2
"H51102173","H583741",2
"H51102173","H86884249",2
"H511136","H1000206",2
"H511136","H10871811",3
"H511136","H110003",2
"H511136","H11611752",3
"H511136","H11980555",2
"H511136","H1479590",3
"H511136","H17633",5
"H511136","H20916687",2
"H511136","H2291656",7
"H511136","H28011820",3
"H511136","H31600200",3
"H511136","H39930655",2
"H511136","H42933839",2
"H511136","H46630199",2
"H511136","H58166745",4
"H511136","H7025353",6
"H511136","H8160186",2
"H5121445","H109813481",7
"H5121445","H110003",5
"H5121445","H11970274",5
"H5121445","H1215860",10
"H5121445","H14416207",6
"H5121445","H14497401",7
"H5121445","H14631970",5
"H5121445","H1512964",7
"H5121445","H1601409",5
"H5121445","H2070536",5
"H5121445","H21569885",14
"H5121445","H22731277",5
"H5121445","H24421384",2
"H5121445","H27696",5
"H5121445","H32015",4
"H5121445","H33109594",7
"H5121445","H343320",25
"H5121445","H36482071",5
"H5121445","H38289794",5
"H5121445","H40629622",2
"H5121445","H4125146",5
"H5121445","H5195482",5
"H5121445","H5448602",4
"H5121445","H695008",7
"H5121445","H8347591",10
"H5121445","H849008",6
"H5121445","H9462131",7
"H51363805","H6353432",3
"H5159","H39930655",2
"H5169749","H25338537",2
"H5176572","H1313111",2
"H5176572","H14808350",2
"H5176572","H15743579",4
"H5176572","H15878465",2
"H5176572","H21525880",2
"H5176572","H7833035",2
"H51803920","H38662803",2
"H5195482","H1187360",2
"H5195482","H1565502",2
"H5195482","H15808010",2
"H5195482","H4086380",2
"H5195482","H5121445",5
"H5195482","H69033883",2
"H5214312","H343320",5
"H52703422","H19588566",2
"H52703422","H2944360",3
"H52821397","H18894668",2
"H5291972","H23518749",2
"H5291972","H2629218",2
"H52985068","H4840610",2
"H52985068","H57817556",2
"H53056625","H33747834",2
"H53056625","H34193611",2
"H53137795","H11630609",10
"H53137795","H14444017",2
"H53137795","H1721549",5
"H53137795","H21032851",15
"H53137795","H24336073",10
"H53137795","H25115282",5
"H53137795","H26228670",5
"H53137795","H30383311",5
"H53137795","H31548826",15
"H53137795","H35456515",5
"H53137795","H35794807",5
"H53137795","H46630199",5
"H53137795","H55781438",5
"H53137795","H8008783",35
"H53137795","H81951197",5
"H53137795","H824423",5
"H53137795","H8556430",5
"H53137795","H8591234",5
"H53137795","H87346288",35
"H5314286","H41262444",2
"H5318956","H10210206",2
"H5318956","H1098063",2
"H5318956","H20616367",2
"H5318956","H26123572",2
"H5318956","H41769914",2
"H5318956","H44949993",18
"H5318956","H6256099",2
"H5318956","H75679",2
"H5318956","H966613",2
"H5338703","H2798",2
"H5338703","H4280278",2
"H5338703","H9482710",2
"H5356790","H11102678",2
"H5356790","H20056719",2
"H5356790","H22239362",2
"H5356790","H3330273",2
"H5356790","H49032271",2
"H53580080","H17633",3
"H53580080","H22145812",3
"H53580080","H2216329",2
"H53580080","H24049370",3
"H53580080","H32844998",9
"H53580080","H3330273",9
"H53580080","H4410578",4
"H53580080","H7025353",3
"H53580080","H7612267",4
"H53580080","H81951197",2
"H53580080","H9068009",3
"H53610057","H32015",2
"H5366096","H21166615",2
"H5366096","H33214976",2
"H5366096","H3772216",2
"H5366096","H4627692",3
"H5366096","H72880719",2
"H53670","H25188",2
"H53670","H32067",3
"H53670","H949856",3
"H53927","H332901",2
"H54138089","H98207538",2
"H5422156","H2599970",2
"H5448602","H10017900",2
"H5448602","H1187360",2
"H5448602","H14808350",4
"H5448602","H15808010",2
"H5448602","H2038963",2
"H5448602","H37919321",2
"H5448602","H40644141",19
"H5448602","H43492585",6
"H5448602","H5121445",4
"H5448602","H56855481",2
"H5448602","H59164644",2
"H5448602","H6263160",2
"H5448602","H62968823",19
"H5448602","H69033883",2
"H5448602","H7025353",3
"H5448602","H8347591",7
"H54568439","H90290342",4
"H5472462","H32837957",2
"H54846861","H11600217",2
"H54846861","H11980555",2
"H54846861","H14907355",5
"H54846861","H15044614",2
"H54846861","H1521865",4
"H54846861","H1565502",2
"H54846861","H17633",3
"H54846861","H1864688",2
"H54846861","H19355750",2
"H54846861","H21294745",2
"H54846861","H22801633",2
"H54846861","H30315692",2
"H54846861","H31600200",4
"H54846861","H347943",2
"H54846861","H39930655",4
"H54846861","H41262444",2
"H54846861","H46630199",2
"H54846861","H55781438",2
"H54846861","H5778691",3
"H54846861","H62579312",2
"H54846861","H68832262",4
"H54846861","H6980168",2
"H54846861","H70182693",2
"H54846861","H8008783",9
"H54846861","H8160186",2
"H5487930","H1468884",2
"H5487930","H2070536",2
"H5487930","H3672670",3
"H5487930","H39930655",7
"H5487930","H55781438",2
"H5487930","H56646",2
"H5487930","H7025353",2
"H55026621","H11656766",3
"H55026621","H37722870",6
"H55026621","H39930655",5
"H55026621","H45729407",3
"H55026621","H6421422",2
"H55026621","H68260527",3
"H55026621","H89016153",3
"H55026621","H89220762",3
"H55133178","H36270684",2
"H5517278","H7612267",4
"H553227","H22932609",2
"H55568121","H32868580",2
"H5567","H7630547",2
"H55781438","H11630609",2
"H55781438","H14444017",2
"H55781438","H15341890",2
"H55781438","H1565502",2
"H55781438","H17035196",3
"H55781438","H1721549",2
"H55781438","H1907809",2
"H55781438","H21032851",3
"H55781438","H22666136",2
"H55781438","H24336073",2
"H55781438","H25115282",2
"H55781438","H31548826",3
"H55781438","H39930655",3
"H55781438","H46282344",2
"H55781438","H53137795",5
"H55781438","H54846861",2
"H55781438","H5487930",2
"H55781438","H5953099",2
"H55781438","H60902756",2
"H55781438","H7025353",3
"H55781438","H8008783",8
"H55781438","H814151",5
"H55781438","H87346288",7
"H55781438","H92463819",2
"H55825734","H16442013",2
"H55825734","H26017860",2
"H55825734","H3914691",2
"H55825734","H47426300",7
"H5592835","H39930655",2
"H562582","H22456488",2
"H562582","H22653397",4
"H562582","H34104860",2
"H56607502","H10555363",2
"H56607502","H2366791",2
"H56607502","H24421384",2
"H56607502","H95154314",3
"H56620292","H17381735",4
"H56620292","H45869520",2
"H56620292","H51102173",2
"H56620292","H86884249",2
"H56620292","H87977393",2
"H56620292","H94030820",2
"H56624653","H3393172",2
"H56624653","H6353432",2
"H56646","H1565502",2
"H56646","H22666136",2
"H56646","H301975",2
"H56646","H32067",2
"H56646","H33747834",2
"H56646","H34193611",2
"H56646","H49583",2
"H56646","H5059",2
"H56646","H5487930",2
"H56646","H6429318",2
"H56855481","H5448602",2
"H56855481","H67966277",2
"H56855481","H9794313",3
"H5688329","H100579994",2
"H56884897","H11611752",6
"H56884897","H28827689",2
"H56884897","H9590573",3
"H56885621","H14594385",4
"H56885621","H20530337",2
"H56885621","H27353",2
"H56885621","H34544632",2
"H56885621","H36437295",4
"H56885621","H3672670",4
"H56885621","H39930655",2
"H56885621","H77940058",4
"H5710297","H100727",2
"H5710297","H867791",2
"H5737132","H7025353",2
"H5742992","H13000882",2
"H5742992","H7025353",2
"H5742992","H8201030",2
"H5750063","H9746136",2
"H57601158","H46630199",3
"H5771803","H23859573",4
"H5778691","H104578300",4
"H5778691","H11611752",3
"H5778691","H15784084",2
"H5778691","H1864688",3
"H5778691","H19588566",2
"H5778691","H21176268",2
"H5778691","H2944360",3
"H5778691","H3106799",3
"H5778691","H32067",3
"H5778691","H347943",3
"H5778691","H3873893",2
"H5778691","H39930655",4
"H5778691","H4191377",4
"H5778691","H54846861",3
"H5778691","H6421422",2
"H5778691","H6757090",2
"H5778691","H7025353",2
"H5778691","H8008783",6
"H5778691","H867791",2
"H57817556","H103039597",3
"H57817556","H11403959",2
"H57817556","H4840610",5
"H57817556","H52985068",2
"H57817556","H67823234",2
"H57817556","H8201030",2
"H57817556","H90067070",2
"H5783249","H15743579",4
"H5783249","H17742169",2
"H5783249","H4840511",2
"H5792182","H1187360",2
"H5792182","H15743579",3
"H5792182","H15808010",2
"H5792182","H69033883",2
"H5795","H29712821",5
"H5795","H35672131",3
"H5796073","H31790029",2
"H5803","H20282",9
"H5803","H29712821",4
"H5803","H35672131",3
"H5812009","H10871811",2
"H5812009","H10952517",2
"H5812009","H11630609",5
"H5812009","H19008477",2
"H5812009","H21032851",2
"H5812009","H24049370",2
"H5812009","H253258",2
"H5812009","H45095645",2
"H5812009","H46542918",4
"H5812009","H6037826",2
"H5812009","H7025353",2
"H5812009","H8201030",2
"H5812009","H82330120",2
"H58120719","H125291314",4
"H58120719","H15902586",2
"H58120719","H1743511",2
"H58120719","H23610943",2
"H58120719","H35794807",2
"H58120719","H58419920",4
"H58120719","H6355237",2
"H58120719","H75284744",2
"H58120719","H9890548",2
"H5816475","H3765717",2
"H5816475","H43624447",2
"H58166745","H10894446",2
"H58166745","H11611752",5
"H58166745","H11980555",3
"H58166745","H14275599",2
"H58166745","H14907355",5
"H58166745","H1864688",5
"H58166745","H2723",2
"H58166745","H2944360",2
"H58166745","H39930655",3
"H58166745","H4280278",4
"H58166745","H48250297",4
"H58166745","H511136",4
"H58166745","H68832262",4
"H58166745","H7025353",2
"H58166745","H7495211",3
"H58214542","H12710712",2
"H583741","H28011820",2
"H583741","H39930655",4
"H583741","H41859444",2
"H583741","H4993788",2
"H583741","H51102173",2
"H583741","H5968774",2
"H583741","H6147951",2
"H583741","H8008783",2
"H5837419","H39930655",2
"H58419920","H125291314",10
"H58419920","H58120719",4
"H5846635","H8828921",2
"H5850","H15044614",2
"H58613389","H8008783",3
"H5872012","H6624445",2
"H5883567","H40315715",2
"H5900428","H2798",2
"H5900428","H332901",2
"H59084007","H24017157",3
"H59164644","H5448602",2
"H59164644","H67966277",2
"H592752","H13817352",3
"H592752","H15743579",4
"H592752","H15744863",2
"H592752","H39168534",5
"H592752","H41047431",2
"H59402006","H48468538",2
"H59402006","H9581687",2
"H5953099","H55781438",2
"H5956393","H1624394",3
"H5956393","H2291656",4
"H5968774","H10871811",2
"H5968774","H1565502",12
"H5968774","H18761839",8
"H5968774","H22717482",16
"H5968774","H23415873",8
"H5968774","H28827689",5
"H5968774","H2944360",2
"H5968774","H33747834",2
"H5968774","H3393172",11
"H5968774","H34193611",2
"H5968774","H35004",8
"H5968774","H3576720",8
"H5968774","H38174123",8
"H5968774","H4240274",8
"H5968774","H4397261",2
"H5968774","H583741",2
"H5968774","H6059772",8
"H5968774","H6336395",9
"H5968774","H68399594",8
"H5968774","H705346",8
"H5968774","H9272585",8
"H5992301","H1728040",2
"H5992301","H17633",2
"H5992301","H24808618",2
"H5992301","H487806",4
"H60104245","H25197983",2
"H6033284","H2070536",6
"H6037826","H112268432",2
"H6037826","H2334362",2
"H6037826","H5812009",2
"H6037826","H7612267",2
"H6059772","H1399272",2
"H6059772","H17633",4
"H6059772","H19962086",2
"H6059772","H2252538",4
"H6059772","H22717482",3
"H6059772","H2944360",2
"H6059772","H3331633",2
"H6059772","H34104860",3
"H6059772","H35004",2
"H6059772","H39930655",2
"H6059772","H5968774",8
"H6059772","H705346",5
"H6059772","H8828921",3
"H60902756","H11403959",2
"H60902756","H11611752",2
"H60902756","H46282344",5
"H60902756","H55781438",2
"H60902756","H6092047",2
"H60902756","H8008783",2
"H6090773","H14398760",7
"H6090773","H1549335",2
"H6090773","H23518749",2
"H6090773","H34104860",2
"H6090773","H8201030",2
"H6092047","H14398760",7
"H6092047","H46282344",2
"H6092047","H60902756",2
"H6092047","H8008783",3
"H6092047","H824423",2
"H6092047","H8591234",2
"H6105873","H17633",2
"H6105873","H35295069",4
"H6105873","H6336395",3
"H6105873","H8261484",3
"H6116576","H9692598",2
"H611958","H2944360",2
"H611958","H46582948",2
"H61362641","H20371167",2
"H61362641","H20527599",2
"H61362641","H46748782",4
"H61362641","H6897889",3
"H6147951","H10017900",3
"H6147951","H17633",8
"H6147951","H2036660",2
"H6147951","H3781807",2
"H6147951","H4384549",3
"H6147951","H583741",2
"H6147951","H80530052",2
"H6150789","H20548311",2
"H6150789","H35295069",4
"H6150789","H6336395",3
"H6150789","H8261484",3
"H6166967","H1479590",3
"H6166967","H17633",2
"H616715","H1215860",4
"H616715","H2020995",10
"H616715","H2252538",4
"H616715","H301975",6
"H616715","H343320",32
"H616715","H4645",2
"H616715","H5059",2
"H616715","H695008",8
"H616715","H970466",2
"H61708172","H9794313",3
"H61969145","H86884249",2
"H62286573","H1468624",2
"H62286573","H1546598",3
"H62403894","H983611",2
"H6256099","H35672131",2
"H6256099","H44949993",9
"H6256099","H5318956",2
"H62579312","H54846861",2
"H62579312","H8008783",2
"H6263160","H10292686",2
"H6263160","H11403959",2
"H6263160","H2038963",4
"H6263160","H32837957",2
"H6263160","H4239949",2
"H6263160","H5448602",2
"H62638082","H17633",2
"H6296353","H28827689",2
"H62968823","H22756175",4
"H62968823","H33313857",2
"H62968823","H3331633",4
"H62968823","H5448602",19
"H63078920","H8335273",2
"H6336395","H15268222",4
"H6336395","H19536243",2
"H6336395","H2072106",3
"H6336395","H22717482",2
"H6336395","H2598912",3
"H6336395","H2629218",3
"H6336395","H3077051",2
"H6336395","H31868593",3
"H6336395","H33262773",3
"H6336395","H3393172",5
"H6336395","H35295069",12
"H6336395","H3574033",3
"H6336395","H36812494",3
"H6336395","H4240274",2
"H6336395","H45070984",3
"H6336395","H5968774",9
"H6336395","H6105873",3
"H6336395","H6150789",3
"H6336395","H7025353",2
"H6336395","H72578058",3
"H6336395","H76752552",3
"H6336395","H8261484",9
"H6336395","H90860645",3
"H6353432","H1624394",2
"H6353432","H18180612",2
"H6353432","H19508381",2
"H6353432","H20161222",2
"H6353432","H23630423",3
"H6353432","H2440699",2
"H6353432","H26084848",2
"H6353432","H26874029",2
"H6353432","H28825130",2
"H6353432","H3485360",2
"H6353432","H36482071",5
"H6353432","H40409691",2
"H6353432","H43309278",2
"H6353432","H4492140",2
"H6353432","H46326018",2
"H6353432","H466987",8
"H6353432","H51363805",3
"H6353432","H56624653",2
"H6353432","H867931",2
"H6353432","H906927",2
"H6353432","H9794313",3
"H6355237","H19962086",2
"H6355237","H58120719",2
"H6355960","H4240274",2
"H6355960","H46800409",2
"H63630157","H79605",2
"H63974750","H27998750",3
"H63974750","H3936592",3
"H64102134","H11980555",2
"H6421422","H11611752",6
"H6421422","H17633",2
"H6421422","H253258",2
"H6421422","H2726546",31
"H6421422","H32067",2
"H6421422","H39930655",2
"H6421422","H55026621",2
"H6421422","H5778691",2
"H6421422","H7025353",4
"H6421422","H8201030",93
"H6429318","H10555363",2
"H6429318","H1864688",2
"H6429318","H21569885",2
"H6429318","H27998750",2
"H6429318","H35390000",2
"H6429318","H3873893",2
"H6429318","H39337759",2
"H6429318","H39930655",4
"H6429318","H4240274",4
"H6429318","H44203219",3
"H6429318","H56646",2
"H6429318","H75679",3
"H64305614","H14540196",3
"H64305614","H6876956",3
"H6449656","H45095645",2
"H64565492","H1546598",2
"H64565492","H21057985",2
"H64814","H6979123",2
"H6483445","H11611752",4
"H6492604","H33262773",11
"H6513374","H90290342",4
"H65213010","H16244362",2
"H65220625","H20371167",2
"H65220625","H3289706",2
"H65220625","H99483008",2
"H6526384","H1728040",2
"H6526384","H8350390",2
"H6527","H1546598",2
"H6527","H21057985",2
"H6527","H75679",2
"H65403910","H27323824",2
"H65403910","H7025353",2
"H65822604","H12037959",6
"H65822604","H7042945",2
"H65822604","H75208389",2
"H658301","H15857963",2
"H6624445","H16088708",2
"H6624445","H32959018",2
"H6624445","H46630199",2
"H6624445","H5872012",2
"H6624445","H69403545",2
"H6624445","H8008783",2
"H6653523","H21032851",5
"H67068549","H10353908",2
"H67068549","H2530459",2
"H67068549","H44431356",2
"H67068549","H46390478",2
"H67068549","H7991441",2
"H672624","H10017900",2
"H672624","H14698422",2
"H672624","H2583808",2
"H672624","H46154143",2
"H6753773","H3936592",2
"H6757090","H104578300",2
"H6757090","H2726546",3
"H6757090","H39930655",6
"H6757090","H5778691",2
"H6757090","H7025353",2
"H6757090","H8386207",2
"H67823234","H35794807",2
"H67823234","H46630199",2
"H67823234","H4840610",2
"H67823234","H57817556",2
"H67966277","H1187360",2
"H67966277","H15808010",2
"H67966277","H22456488",3
"H67966277","H3794441",61
"H67966277","H38683977",6
"H67966277","H41574699",2
"H67966277","H56855481",2
"H67966277","H59164644",2
"H67966277","H69033883",2
"H67966277","H745305",24
"H67966277","H90048713",2
"H68260527","H37722870",2
"H68260527","H39930655",7
"H68260527","H55026621",3
"H68392253","H15830506",2
"H68392253","H16442013",2
"H68392253","H26017860",2
"H68392253","H3914691",2
"H68392253","H47426300",8
"H68392253","H7025353",2
"H68399594","H22717482",2
"H68399594","H5968774",8
"H6867099","H1399272",2
"H6868704","H11611752",2
"H6868704","H1864688",3
"H6868704","H44203219",2
"H6868704","H46582948",2
"H6868704","H7025353",3
"H68764345","H12037959",5
"H68764345","H7042945",2
"H68764345","H75208389",2
"H6876956","H64305614",3
"H6876956","H7323300",4
"H6877189","H39930655",3
"H68832262","H14907355",20
"H68832262","H1864688",8
"H68832262","H39930655",4
"H68832262","H54846861",4
"H68832262","H58166745",4
"H6897889","H466987",2
"H6897889","H61362641",3
"H6897889","H75679",2
"H6897889","H86884249",2
"H69033883","H105847496",2
"H69033883","H1187360",4
"H69033883","H15808010",4
"H69033883","H17123337",2
"H69033883","H18220671",4
"H69033883","H22756175",2
"H69033883","H23630423",4
"H69033883","H27998750",2
"H69033883","H36812494",2
"H69033883","H3794441",2
"H69033883","H40644141",2
"H69033883","H4240274",4
"H69033883","H44203219",2
"H69033883","H4539831",2
"H69033883","H46800409",2
"H69033883","H4977214",2
"H69033883","H50159579",2
"H69033883","H5076655",2
"H69033883","H5195482",2
"H69033883","H5448602",2
"H69033883","H5792182",2
"H69033883","H67966277",2
"H69033883","H71981250",2
"H69033883","H8321439",2
"H69033883","H9287583",2
"H69033883","H94688469",2
"H69033883","H95154314",2
"H69033883","H9794313",2
"H69033883","H98246724",2
"H69203193","H11611752",2
"H6924837","H13000882",2
"H69403545","H15365907",2
"H69403545","H6624445",2
"H695008","H1215860",8
"H695008","H13545746",5
"H695008","H1399272",2
"H695008","H1689867",5
"H695008","H17943997",3
"H695008","H2020995",20
"H695008","H21569885",2
"H695008","H2252538",8
"H695008","H26711938",2
"H695008","H27696",3
"H695008","H301975",12
"H695008","H332901",2
"H695008","H3393172",2
"H695008","H343320",64
"H695008","H35004",2
"H695008","H4627692",4
"H695008","H4645",4
"H695008","H5059",5
"H695008","H5121445",7
"H695008","H616715",8
"H695008","H970466",4
"H69530417","H2639662",2
"H6961905","H17633",2
"H6963125","H96476055",5
"H6970679","H8828921",2
"H6979123","H64814",2
"H6980168","H54846861",2
"H69845083","H16442013",2
"H69845083","H26017860",2
"H69845083","H3914691",2
"H69845083","H47426300",7
"H70182693","H54846861",2
"H7025353","H1000206",7
"H7025353","H10569373",2
"H7025353","H11630609",2
"H7025353","H12625335",3
"H7025353","H1468884",2
"H7025353","H1565502",2
"H7025353","H15830506",2
"H7025353","H15976825",2
"H7025353","H16442013",2
"H7025353","H17633",8
"H7025353","H1864688",10
"H7025353","H19214127",3
"H7025353","H2070536",6
"H7025353","H21032851",2
"H7025353","H21493494",2
"H7025353","H2291656",7
"H7025353","H23610943",2
"H7025353","H24049370",2
"H7025353","H253258",4
"H7025353","H25962851",3
"H7025353","H26017860",2
"H7025353","H26120471",2
"H7025353","H2726546",4
"H7025353","H27323824",2
"H7025353","H28825130",2
"H7025353","H2944360",4
"H7025353","H2950437",2
"H7025353","H32067",3
"H7025353","H32844998",4
"H7025353","H3330273",3
"H7025353","H33431046",2
"H7025353","H3474736",3
"H7025353","H35390000",3
"H7025353","H35456515",2
"H7025353","H35522770",2
"H7025353","H3574033",5
"H7025353","H3618468",3
"H7025353","H3914691",5
"H7025353","H39930655",8
"H7025353","H41262444",5
"H7025353","H42252030",2
"H7025353","H44203219",4
"H7025353","H46542918",2
"H7025353","H46630199",9
"H7025353","H47426300",8
"H7025353","H49446157",2
"H7025353","H5090322",4
"H7025353","H511136",6
"H7025353","H53580080",3
"H7025353","H5448602",3
"H7025353","H5487930",2
"H7025353","H55781438",3
"H7025353","H5737132",2
"H7025353","H5742992",2
"H7025353","H5778691",2
"H7025353","H5812009",2
"H7025353","H58166745",2
"H7025353","H6336395",2
"H7025353","H6421422",4
"H7025353","H65403910",2
"H7025353","H6757090",2
"H7025353","H68392253",2
"H7025353","H6868704",3
"H7025353","H72911432",2
"H7025353","H7567180",2
"H7025353","H783034",3
"H7025353","H8008783",5
"H7025353","H80523335",3
"H7025353","H814151",2
"H7025353","H8261484",2
"H7025353","H9296587",2
"H7025353","H95154314",2
"H7025353","H9590573",3
"H7037040","H10084983",2
"H7042945","H11102678",2
"H7042945","H12037959",10
"H7042945","H20616367",2
"H7042945","H21032851",2
"H7042945","H22456488",3
"H7042945","H29862214",2
"H7042945","H301975",3
"H7042945","H32009941",2
"H7042945","H3672670",5
"H7042945","H46800409",2
"H7042945","H65822604",2
"H7042945","H68764345",2
"H7042945","H75208389",4
"H7042945","H75679",3
"H7042945","H814151",2
"H7049884","H20548311",2
"H705346","H1399272",3
"H705346","H22717482",2
"H705346","H35004",4
"H705346","H39337759",2
"H705346","H5968774",8
"H705346","H6059772",5
"H705346","H783034",5
"H71110500","H4948020",9
"H7138410","H100955349",2
"H7138410","H22456488",2
"H7138809","H10017900",2
"H7138809","H14497401",2
"H7138809","H21974160",2
"H7138809","H253258",2
"H71553034","H867931",2
"H7196325","H15808010",2
"H71981250","H18220671",2
"H71981250","H23630423",2
"H71981250","H4240274",2
"H71981250","H69033883",2
"H7220554","H9590573",3
"H7228587","H9011212",2
"H723470","H27696",2
"H723470","H4191377",2
"H7247352","H10364668",2
"H7247352","H12161205",2
"H7247352","H16088708",2
"H7247352","H46630199",2
"H7249654","H2629218",4
"H72578058","H35295069",4
"H72578058","H6336395",3
"H72578058","H8261484",3
"H7260828","H17035196",2
"H7260828","H46630199",2
"H728027","H4584861",2
"H72880719","H5366096",2
"H72911432","H39930655",2
"H72911432","H7025353",2
"H7323300","H24336073",4
"H7323300","H6876956",4
"H73728252","H48259132",3
"H738459","H1479590",3
"H7406844","H2366791",2
"H74150263","H21382994",2
"H745305","H3794441",10
"H745305","H67966277",24
"H74778","H11611752",8
"H74778","H17633",2
"H74778","H2639662",2
"H74778","H28825130",2
"H74778","H39930655",2
"H74778","H40629622",3
"H74778","H9590573",2
"H74877774","H14594385",3
"H74877774","H17742169",2
"H7495211","H58166745",3
"H75021791","H30386874",2
"H75194386","H15878465",4
"H75194386","H20371167",2
"H75194386","H2853696",2
"H75194386","H3517743",2
"H75208389","H11102678",2
"H75208389","H12037959",10
"H75208389","H32009941",2
"H75208389","H3672670",2
"H75208389","H46800409",2
"H75208389","H65822604",2
"H75208389","H68764345",2
"H75208389","H7042945",4
"H75208389","H814151",2
"H75240920","H9335473",4
"H75284744","H58120719",2
"H754161","H15108326",2
"H7567180","H11980555",2
"H7567180","H1399272",2
"H7567180","H7025353",2
"H75679","H114060511",2
"H75679","H13275854",5
"H75679","H1468624",2
"H75679","H1546598",3
"H75679","H1565502",4
